,input
636,Jaromír Jágr نے 1995-1996 کے سیزن میں کتنے پوائنٹس حاصل کیے؟1994-95 کے سیزن میں، Jágr نے NHL میں سب سے زیادہ پوائنٹس کے ساتھ باقاعدہ سیزن ختم کرنے کے بعد اپنی پہلی آرٹ راس ٹرافی جیتی۔ اس نے ایرک لنڈروس کو 70 پوائنٹس کے ساتھ برابر کر دیا لیکن لنڈروس کے 29 کے 32 گول کی بنیاد پر جیت لیا۔ اگلے سال، جاگر نے ایک یورپی نژاد کھلاڑی کے ذریعے سب سے زیادہ پوائنٹس، 149 کا ریکارڈ قائم کیا۔ اس سیزن میں ان کے 62 گول اور 87 اسسٹ دونوں اب بھی کیریئر کی بلندیوں کے طور پر کھڑے ہیں۔ اس کے 1995-96 کے مجموعی اسسٹ اور پوائنٹس ان زمروں میں رائٹ ونگرز کے ریکارڈ کے طور پر کھڑے ہیں۔ 1997-98 کے سیزن کے بعد، پینگوئنز کے کپتان رون فرانسس نے کیرولینا ہریکینز کے ساتھ معاہدہ کیا، جس نے جاگر کو پینگوئنز کی کپتانی چھوڑ دی۔ 1997-98 سے 2000-01 تک، Jágr نے چار سیدھے NHL اسکورنگ ٹائٹل جیتے۔ 1999 میں، وہ NHL کے سب سے قیمتی کھلاڑی کے طور پر ہارٹ میموریل ٹرافی کے ساتھ ساتھ لیسٹر بی پیئرسن ایوارڈ بھی جیتیں گے۔ 1998 میں، اس نے 1998 کے سرمائی اولمپکس میں جمہوریہ چیک کو سونے کا تمغہ دلایا۔
637,انسانوں کی سماجی ساخت بیان کریں۔
638,مصنوعی ذہانت کی دو اقسام کی فہرست بنائیں۔
639,درج ذیل میں سے ہر ایک کو دو یا چار ٹانگوں کے طور پر درجہ بندی کریں: انسان، گھوڑا، کتا، بلی، بندر، کنگارو، سور
640,ٹیکسٹ ڈیٹا کے ساتھ بنیادی کمپیوٹیشن کرنے کے لیے اسکرپٹ بنائیں۔
641,"ایک مختصر بیانیہ اور ایک جذبات کو دیکھتے ہوئے، ایک ایسا ردعمل تیار کریں جو آپ کے استعمال کردہ نحو اور لغت میں جذبات کی عکاسی کرے۔حکایت: آتش فشاں پھٹ پڑا تھا جس نے اپنے راستے کی ہر چیز کو تباہ کر دیا تھا۔
جذبات: خوف"
642,2023 میں امریکہ میں سب سے تیزی سے ترقی کرنے والے شہر کون سے ہیں؟
643,ایک ملازم کی شناخت کا پروگرام ڈیزائن کریں جو تقریباً 500 افراد کی کمپنی کے لیے لاگو کیا جا سکے۔
644,درجہ بندی کا کام - درج ذیل پیانو کے ٹکڑے کو کلاسیکی یا جاز کی صنف کے طور پر درجہ بندی کریں۔https://www.youtube.com/watch?v=hPUTzyOyfN4
645,زیادہ پیچیدہ علامتی زبان استعمال کرنے کے لیے ایک جملہ دوبارہ لکھیں۔وہ چیتے کی طرح بھاگتا ہے۔
646,مندرجہ ذیل تجویز کو دیکھتے ہوئے، اس کے حق اور خلاف دلائل پیدا کریں۔حکومت سب کو بنیادی آمدنی فراہم کرے۔
647,ڈزنی نے ریلیز ہونے والی پہلی مکمل لمبائی والی اینیمیٹڈ فلم کون سی تھی؟
648,1-5 کے پیمانے پر پکوڑی بنانے میں دشواری کی درجہ بندی کریں۔
649,فون کی یاد دہانی سیٹ کرنے کے لیے ورچوئل اسسٹنٹ کے لیے صوتی کمانڈ بنائیں۔
650,سیلز کالز کے لیے اسکرپٹ بنائیں۔
651,درج ذیل بیان کو دوبارہ لکھیں تاکہ یہ خواہش بن جائے۔حکومت کو چاہیے کہ وہ غریبوں کی مدد کے لیے مزید اقدامات کرے۔
652,جس نے (پیٹر سیلرز نہیں) نے 1968 میں انسپکٹر کلوزو کا کردار ادا کیا۔
653,انگریزی اور جاپانی کے درمیان ایک عام جملہ کی شناخت کریں۔
654,بالواسطہ تقریر کا استعمال کرتے ہوئے جملے کو دوبارہ لکھیں۔انہوں نے کہا کہ مجھے ویڈیو گیمز کھیلنا پسند ہے۔
655,مجھے ان اداکاراؤں کی فہرست دیں جنہوں نے پچھلے 5 سالوں میں آسکر جیتا۔
656,"اصل جملے کے معنی کو تبدیل کیے بغیر جملہ بنانے کے لیے درج ذیل الفاظ کو دوبارہ ترتیب دیں:

سیارہ - کہا جاتا ہے - مشتری - سب سے زیادہ - بڑا - ہے"
657,"بڑے لینگوئج ماڈلز کے بارے میں ان پیراگراف کو دیکھتے ہوئے، وہ کس مقبول نیورل نیٹ ورک آرکیٹیکچر پر مبنی ہیں؟ایک بڑی لینگویج ماڈل (LLM) ایک لینگویج ماڈل ہے جس میں بہت سے پیرامیٹرز (عام طور پر اربوں وزن یا اس سے زیادہ) کے ساتھ ایک نیورل نیٹ ورک پر مشتمل ہوتا ہے، خود زیر نگرانی سیکھنے کا استعمال کرتے ہوئے بڑی مقدار میں بغیر لیبل والے متن پر تربیت دی جاتی ہے۔ LLMs 2018 کے آس پاس ابھرے اور مختلف کاموں میں اچھی کارکردگی کا مظاہرہ کیا۔ اس نے قدرتی زبان کی پروسیسنگ تحقیق کی توجہ کو مخصوص کاموں کے لیے خصوصی نگرانی والے ماڈلز کی تربیت کے سابقہ نمونے سے ہٹا دیا ہے۔

پراپرٹیز
اگرچہ بڑی زبان کے ماڈل کی اصطلاح کی کوئی رسمی تعریف نہیں ہے، لیکن یہ اکثر ڈیپ لرننگ ماڈلز کا حوالہ دیتا ہے جن کا پیرامیٹر اربوں یا اس سے زیادہ کے آرڈر پر شمار ہوتا ہے۔ LLMs عام مقصد کے ماڈل ہیں جو کاموں کی ایک وسیع رینج پر سبقت لے جاتے ہیں، جیسا کہ ایک مخصوص کام کے لیے تربیت یافتہ ہونے کے برخلاف (جیسے جذبات کا تجزیہ، نام کی ہستی کی شناخت، یا ریاضیاتی استدلال)۔ وہ مہارت جس کے ساتھ وہ کاموں کو پورا کرتے ہیں، اور کاموں کی حد جس میں وہ قابل ہیں، ایسا لگتا ہے کہ وسائل کی مقدار (ڈیٹا، پیرامیٹر سائز، کمپیوٹنگ پاور) ان کے لیے وقف ہے، اس طرح سے جو انحصار نہیں کرتا ہے۔ ڈیزائن میں اضافی کامیابیوں پر۔

اگرچہ ایک جملے میں اگلے لفظ کی پیشین گوئی کرنے کی خطوط پر آسان کاموں پر تربیت دی جاتی ہے، لیکن کافی تربیت اور پیرامیٹر شمار کے ساتھ اعصابی زبان کے ماڈل انسانی زبان کے زیادہ تر نحو اور اصطلاحات کو حاصل کرنے کے لیے پائے جاتے ہیں۔ اس کے علاوہ، بڑے زبان کے ماڈلز دنیا کے بارے میں کافی عمومی معلومات کا مظاہرہ کرتے ہیں، اور تربیت کے دوران حقائق کی ایک بڑی مقدار کو یاد کرنے کے قابل ہوتے ہیں۔

ہیلوسینیشنز
اصل مضمون: ہیلوسینیشن (مصنوعی ذہانت)
عام طور پر مصنوعی ذہانت میں، اور خاص طور پر بڑے زبان کے ماڈلز میں، ہیلوسینیشن ایک پراعتماد ردعمل ہے جو ماڈل کے تربیتی اعداد و شمار سے جائز نہیں لگتا۔

ہنگامی صلاحیتیں۔

فطری زبان کے متعدد معیارات پر جن میں سوالوں کے جوابات جیسے کام شامل ہوتے ہیں، ماڈل اس وقت تک بے ترتیب موقع سے بہتر کارکردگی کا مظاہرہ نہیں کرتے جب تک کہ وہ کسی خاص پیمانے پر نہ پہنچ جائیں (اس معاملے میں، تربیتی حساب سے ماپا جاتا ہے)، جس مقام پر ان کی کارکردگی میں تیزی سے اضافہ ہوتا ہے۔ یہ ابھرتی ہوئی صلاحیتوں کی مثالیں ہیں۔
غیر متوقع قابلیت جو بڑے لینگویج ماڈلز میں دیکھی گئی ہیں لیکن جو سادہ ماڈلز میں موجود نہیں تھیں (اور جو واضح طور پر ماڈل میں ڈیزائن نہیں کی گئی تھیں) انہیں عام طور پر ایمرجنٹ قابلیت کہا جاتا ہے۔ محققین نوٹ کرتے ہیں کہ اس طرح کی صلاحیتوں کی صرف چھوٹے ماڈلز کی کارکردگی کو بڑھا کر پیش گوئی نہیں کی جا سکتی۔ یہ صلاحیتیں پروگرام شدہ یا ڈیزائن کرنے کے بجائے دریافت کی جاتی ہیں، بعض صورتوں میں LLM کو عوامی طور پر تعینات کرنے کے بعد ہی۔ سینکڑوں ابھرتی ہوئی صلاحیتوں کو بیان کیا گیا ہے۔ مثالوں میں ملٹی سٹیپ ریاضی، کالج کی سطح کے امتحانات دینا، کسی لفظ کے مطلوبہ معنی کی نشاندہی کرنا، سوچ کا سلسلہ شروع کرنا، بین الاقوامی صوتیاتی حروف تہجی کو ڈی کوڈ کرنا، لفظ کے حروف کو کھولنا، ہنگلش کے پیراگراف میں جارحانہ مواد کی نشاندہی کرنا (ایک مجموعہ ہندی۔

فن تعمیر اور تربیت
بڑے زبان کے ماڈلز نے عام طور پر ٹرانسفارمر فن تعمیر کا استعمال کیا ہے، جو 2018 سے، ترتیب وار ڈیٹا کے لیے معیاری گہری سیکھنے کی تکنیک بن گیا ہے (پہلے، بار بار آنے والے فن تعمیر جیسے LSTM سب سے زیادہ عام تھے)۔ LLMs کو غیر تشریح شدہ متن پر غیر نگرانی کے انداز میں تربیت دی جاتی ہے۔ ایک بائیں سے دائیں ٹرانسفارمر کو تربیت دی جاتی ہے کہ پچھلے سیاق و سباق کو دیکھتے ہوئے، تربیتی ڈیٹا میں اگلے لفظ کو تفویض کردہ امکان کو زیادہ سے زیادہ کرنے کے لیے۔ متبادل کے طور پر، ایک LLM ایک دو طرفہ ٹرانسفارمر استعمال کر سکتا ہے (جیسا کہ BERT کی مثال میں ہے)، جو الفاظ پر امکانی تقسیم تفویض کرتا ہے جو پہلے اور بعد کے دونوں سیاق و سباق تک رسائی فراہم کرتا ہے۔ اگلے لفظ کی پیشین گوئی کرنے یا خالی جگہوں کو پُر کرنے کے کام کے علاوہ، LLMs کو معاون کاموں پر تربیت دی جا سکتی ہے جو ڈیٹا کی تقسیم کے بارے میں ان کی سمجھ کو جانچتے ہیں جیسے کہ Next Sentence Prediction (NSP)، جس میں جملوں کے جوڑے پیش کیے جاتے ہیں اور ماڈل کو یہ پیشین گوئی کرنی چاہیے کہ آیا وہ ٹریننگ کارپس میں ساتھ ساتھ دکھائی دیتے ہیں۔

ابتدائی LLMs کو اربوں الفاظ کی ترتیب پر کارپورا پر تربیت دی گئی تھی۔ OpenAI کی GPT سیریز کے پہلے ماڈل کو 2018 میں BookCorpus پر تربیت دی گئی تھی، جو 985 ملین الفاظ پر مشتمل تھی۔ اسی سال، BERT کو BookCorpus اور انگریزی ویکیپیڈیا کے مجموعے پر تربیت دی گئی، جس میں کل 3.3 بلین الفاظ تھے۔ اس کے بعد کے سالوں میں، LLMs کے لیے تربیتی کارپورا کی تعداد میں اضافہ ہوا ہے، جو سینکڑوں بلین یا ٹریلین ٹوکنز تک پہنچ گیا ہے۔

ایل ایل ایم کی تربیت کمپیوٹیشنل طور پر مہنگی ہوتی ہے۔ 2020 کے ایک مطالعے میں 1.5 بلین پیرامیٹر ماڈل کی تربیت کی لاگت کا تخمینہ لگایا گیا ہے (اس وقت آرٹ کی حالت سے کم 1-2 آرڈرز) 1.6 ملین ڈالر ہیں۔

2020 کے ایک تجزیے سے پتا چلا ہے کہ عصبی زبان کے ماڈلز کی صلاحیت (جیسا کہ تربیت کے نقصان سے ماپا جاتا ہے) پیرامیٹرز کی تعداد، تربیتی ڈیٹا کی مقدار، اور تربیت کے لیے استعمال ہونے والے حساب کے ساتھ طاقت کے قانون کے تعلق میں آسانی سے بڑھتا ہے۔[11][12] ان رشتوں کو قدروں کی ایک وسیع رینج پر جانچا گیا تھا (شدت کے سات آرڈرز تک) اور رینج کے سب سے اونچے سرے پر تعلقات میں کوئی کمی نہیں دیکھی گئی (بشمول ٹریلین پیرامیٹرز تک نیٹ ورک کے سائز کے لیے)۔

ڈاؤن اسٹریم کاموں کے لیے درخواست
2018 اور 2020 کے درمیان، مخصوص نیچرل لینگویج پروسیسنگ (NLP) ٹاسک کے لیے LLM کو استعمال کرنے کا معیاری طریقہ اضافی ٹاسک مخصوص ٹریننگ کے ساتھ ماڈل کو ٹھیک کرنا تھا۔ بعد میں یہ پتہ چلا ہے کہ زیادہ طاقتور LLMs جیسے GPT-3 اضافی تربیت کے بغیر کاموں کو پرامپٹ تکنیک کے ذریعے حل کر سکتے ہیں، جس میں حل کیے جانے والے مسئلے کو ماڈل کے سامنے ٹیکسٹ پرامپٹ کے طور پر پیش کیا جاتا ہے، ممکنہ طور پر کچھ متنی مثالوں کے ساتھ۔ مسائل اور ان کا حل۔

فائن ٹیوننگ
اصل مضمون: فائن ٹیوننگ (مشین لرننگ)
فائن ٹیوننگ ایک موجودہ پہلے سے تربیت یافتہ زبان کے ماڈل کو ایک مخصوص کام پر تربیت دے کر (ایک زیر نگرانی انداز میں) میں ترمیم کرنے کی مشق ہے (مثلاً جذبات کا تجزیہ، نام کی ہستی کی شناخت، یا جزوی تقریر کی ٹیگنگ)۔ یہ منتقلی سیکھنے کی ایک شکل ہے۔ اس میں عام طور پر وزن کے ایک نئے سیٹ کا تعارف شامل ہوتا ہے جو لینگویج ماڈل کی آخری پرت کو ڈاون اسٹریم ٹاسک کے آؤٹ پٹ سے جوڑتا ہے۔ زبان کے ماڈل کے اصل وزن منجمد ہوسکتے ہیں، اس طرح کہ تربیت کے دوران ان کو آؤٹ پٹ سے جوڑنے والے وزن کی صرف نئی پرت ہی سیکھی جاتی ہے۔ متبادل طور پر، اصل وزن چھوٹے اپ ڈیٹس حاصل کر سکتے ہیں (ممکنہ طور پر پہلے کی تہوں کو منجمد کر کے)۔

اشارہ کرنا
یہ بھی دیکھیں: فوری انجینئرنگ اور چند شاٹ لرننگ (قدرتی لینگویج پروسیسنگ)
GPT-3 کی طرف سے مقبول ہونے والے پرامپٹنگ پیراڈائم میں، حل کیے جانے والے مسئلے کو ٹیکسٹ پرامپٹ کے ذریعے وضع کیا جاتا ہے، جسے ماڈل کو ایک تکمیل (تخصیص کے ذریعے) فراہم کر کے حل کرنا چاہیے۔ few-shot prompting میں، پرامپٹ میں ملتے جلتے (مسئلہ، حل) جوڑوں کی بہت سی مثالیں شامل ہوتی ہیں۔ مثال کے طور پر، فلم کے جائزے کے جذبات کو لیبل لگانے کے جذباتی تجزیہ کے کام کو مندرجہ ذیل طور پر کہا جا سکتا ہے:

جائزہ: یہ فلم بدبودار ہے۔
جذبات: منفی

جائزہ: یہ فلم لاجواب ہے!
جذبات:

اگر ماڈل مثبت نکلتا ہے، تو اس نے کام کو صحیح طریقے سے حل کیا ہے۔ زیرو شاٹ پرامپٹنگ میں، حل کی کوئی مثال فراہم نہیں کی جاتی ہے۔ اسی جذباتی تجزیہ کے کام کے لیے زیرو شاٹ پرامپٹ کی ایک مثال یہ ہوگی کہ فلم کے جائزے سے وابستہ جذبات 'یہ فلم لاجواب ہے!' ہے

LLMs کی چند شاٹ پرفارمنس کو NLP کاموں پر مسابقتی نتائج حاصل کرنے کے لیے دکھایا گیا ہے، جو بعض اوقات پہلے کے جدید ترین فائن ٹیوننگ طریقوں کو پیچھے چھوڑتے ہیں۔ اس طرح کے NLP کاموں کی مثالیں ترجمہ، سوالوں کے جوابات، بند کرنے کے کام، الفاظ کو بے ترتیب کرنا، اور ایک جملے میں ایک نیا لفظ استعمال کرنا ہیں۔ ایسے اشارے کی تخلیق اور اصلاح کو پرامپٹ انجینئرنگ کہا جاتا ہے۔

انسٹرکشن ٹیوننگ
انسٹرکشن ٹیوننگ فائن ٹیوننگ کی ایک شکل ہے جسے زیادہ قدرتی اور درست صفر شاٹ پرامپٹ کرنے والے تعاملات کی سہولت کے لیے ڈیزائن کیا گیا ہے۔ ٹیکسٹ ان پٹ کو دیکھتے ہوئے، پہلے سے تربیت یافتہ زبان کا ماڈل ایک تکمیل پیدا کرے گا جو متن کی تقسیم سے میل کھاتا ہے جس پر اسے تربیت دی گئی تھی۔ ایک بولی زبان کا نمونہ جس کا اشارہ دیا گیا ہے ہیملیٹ کے مرکزی موضوعات کے بارے میں ایک مضمون لکھیں۔ ایک تکمیل فراہم کر سکتا ہے جیسے کہ 17 مارچ کے بعد موصول ہونے والی گذارشات پر 10% فی دن کی تاخیر سے جرمانہ لاگو کیا جائے گا۔ انسٹرکشن ٹیوننگ میں، زبان کے ماڈل کو مناسب جوابات کے ساتھ ساتھ قدرتی زبان کی ہدایات کے طور پر وضع کردہ کاموں کی بہت سی مثالوں پر تربیت دی جاتی ہے۔ انسٹرکشن ٹیوننگ کے لیے مختلف تکنیکوں کو عملی طور پر لاگو کیا گیا ہے۔ اوپن اے آئی کے انسٹرک جی پی ٹی پروٹوکول میں انسانی پیدا کردہ (پرامپٹ، رسپانس) جوڑوں کے ڈیٹاسیٹ پر نگرانی میں فائن ٹیوننگ شامل ہے، جس کے بعد ہیومن فیڈ بیک (RLHF) سے کمک سیکھنا شامل ہے، جس میں انسانی ترجیحات کے ڈیٹا سیٹ کی بنیاد پر انعامی فنکشن سیکھا گیا تھا۔ ایک اور تکنیک، سیلف-انسٹرکٹ، مثالوں کے تربیتی سیٹ پر زبان کے ماڈل کو ٹھیک کرتی ہے جو خود ایک LLM (انسانی پیدا کردہ مثالوں کے ایک چھوٹے سے ابتدائی سیٹ سے بوٹسٹریپ) کے ذریعہ تیار کی گئی ہے۔

https://en.wikipedia.org/wiki/Large_language_model"
